"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"3100","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131
"3101","Precipitation variability","Duration","Composition",73,12,112,"Increase","Complex change",122
"3102","Precipitation variability","Speed","Composition",73,8,112,"Increase","Complex change",76
"3103","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"3104","Precipitation variability","Mechanism","Composition",73,7,112,"Complex change","Complex change",67
"3105","Precipitation variability","Quantity","Connectivity",102,11,92,"Increase","Decrease",128
"3106","Precipitation variability","Direction","Connectivity",127,10,92,"Complex change","Decrease",113
"3107","Precipitation variability","Location","Connectivity",122,9,92,"Complex change","Decrease",115
"3108","Precipitation variability","Distance","Connectivity",72,8,92,"Increase","Decrease",103
"3109","Precipitation variability","Timing","Connectivity",117,11,92,"Increase","Decrease",123
"3110","Precipitation variability","Duration","Connectivity",73,9,92,"Increase","Decrease",116
"3111","Precipitation variability","Speed","Connectivity",73,8,92,"Increase","Decrease",93
"3112","Precipitation variability","Feedbacks","Connectivity",102,10,92,"Complex change","Decrease",118
"3113","Precipitation variability","Mechanism","Connectivity",73,8,92,"Complex change","Decrease",97
"3114","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157
"3115","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129
"3116","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135
"3117","Precipitation variability","Distance","Loss",72,9,109,"Increase","Increase",94
"3118","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114
"3119","Precipitation variability","Duration","Loss",73,11,109,"Increase","Increase",103
"3120","Precipitation variability","Speed","Loss",73,8,109,"Increase","Increase",85
"3121","Precipitation variability","Feedbacks","Loss",102,10,109,"Complex change","Increase",101
"3122","Precipitation variability","Mechanism","Loss",73,8,109,"Complex change","Increase",86
"3123","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Complex change",168
"3124","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","Complex change",134
"3125","Precipitation variability","Location","Trophic",122,10,102,"Complex change","Complex change",131
"3126","Precipitation variability","Distance","Trophic",72,8,102,"Increase","Complex change",111
"3127","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Complex change",125
"3128","Precipitation variability","Duration","Trophic",73,11,102,"Increase","Complex change",123
"3129","Precipitation variability","Speed","Trophic",73,8,102,"Increase","Complex change",85
"3130","Precipitation variability","Feedbacks","Trophic",102,11,102,"Complex change","Complex change",121
"3131","Precipitation variability","Mechanism","Trophic",73,8,102,"Complex change","Complex change",93
"3132","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Complex change",284
"3133","Drought","Quantity","Abundance",106,27,153,"Increase","Complex change",284
"3134","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Complex change",284
"3135","Climate change  generic ","Quantity","Abundance",77,60,350,"Decrease","Complex change",284
"3136","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Complex change",208
"3137","Climate change  generic ","Other","Abundance",8,4,350,"Increase","Complex change",20
"3138","Climate change  generic ","Quantity","Composition",77,44,251,"Decrease","Complex change",191
"3139","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131
"3140","Climate change  generic ","Other","Composition",8,2,251,"Increase","Complex change",9
"3141","Climate change  generic ","Quantity","Loss",77,28,180,"Decrease","Increase",157
"3142","Climate change  generic ","Timing","Loss",152,18,180,"Increase","Increase",114
"3143","Climate change  generic ","Other","Loss",8,1,180,"Increase","Increase",15
"3144","Climate change  generic ","Quantity","Trophic",77,27,185,"Decrease","Complex change",168
"3145","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Complex change",125
"3146","Climate change  generic ","Other","Trophic",8,2,185,"Increase","Complex change",17
"3147","Air temperature directional change","Quantity","Abundance",56,45,229,"Decrease","Complex change",284
"3148","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Complex change",208
"3149","Air temperature directional change","Other","Abundance",7,3,229,"Increase","Complex change",20
"3150","Air temperature directional change","Quantity","Composition",56,37,205,"Decrease","Complex change",191
"3151","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"3152","Air temperature directional change","Other","Composition",7,2,205,"Increase","Complex change",9
"3153","Air temperature directional change","Quantity","Loss",56,20,114,"Decrease","Increase",157
"3154","Air temperature directional change","Timing","Loss",152,13,114,"Increase","Increase",114
"3155","Air temperature directional change","Other","Loss",7,2,114,"Increase","Increase",15
"3156","Air temperature directional change","Quantity","Trophic",56,24,154,"Decrease","Complex change",168
"3157","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"3158","Air temperature directional change","Other","Trophic",7,3,154,"Increase","Complex change",17
"3159","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Decrease",284
"3160","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
"3161","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224
"3162","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Decrease",137
"3163","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Decrease",208
"3164","Climate change  generic ","Frequency","Abundance",105,27,350,"Increase","Decrease",132
"3165","Climate change  generic ","Duration","Abundance",120,32,350,"Increase","Decrease",170
"3166","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Decrease",111
"3167","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Decrease",170
"3168","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Decrease",112
"3169","Climate change  generic ","Quantity","Composition",214,44,251,"Increase","Complex change",191
"3170","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"3171","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"3172","Climate change  generic ","Distance","Composition",120,21,251,"Increase","Complex change",91
"3173","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131
"3174","Climate change  generic ","Frequency","Composition",105,18,251,"Increase","Complex change",81
"3175","Climate change  generic ","Duration","Composition",120,26,251,"Increase","Complex change",122
"3176","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76
"3177","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"3178","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"3179","Climate change  generic ","Quantity","Connectivity",214,22,192,"Increase","Decrease",128
"3180","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Decrease",113
"3181","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Decrease",115
"3182","Climate change  generic ","Distance","Connectivity",120,19,192,"Increase","Decrease",103
"3183","Climate change  generic ","Timing","Connectivity",152,19,192,"Increase","Decrease",123
"3184","Climate change  generic ","Frequency","Connectivity",105,16,192,"Increase","Decrease",93
"3185","Climate change  generic ","Duration","Connectivity",120,19,192,"Increase","Decrease",116
"3186","Climate change  generic ","Speed","Connectivity",110,18,192,"Increase","Decrease",93
"3187","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Decrease",118
"3188","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Decrease",97
"3189","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","Complex change",168
"3190","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","Complex change",134
"3191","Climate change  generic ","Location","Trophic",272,22,185,"Complex change","Complex change",131
"3192","Climate change  generic ","Distance","Trophic",120,17,185,"Increase","Complex change",111
"3193","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Complex change",125
"3194","Climate change  generic ","Frequency","Trophic",105,12,185,"Increase","Complex change",78
"3195","Climate change  generic ","Duration","Trophic",120,18,185,"Increase","Complex change",123
"3196","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","Complex change",85
"3197","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","Complex change",121
"3198","Climate change  generic ","Mechanism","Trophic",170,15,185,"Complex change","Complex change",93
