"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"6685","Sea ice area change","Direction","Loss",38,5,43,"Complex change","Increase",129,"Physical"
"6686","Sea ice area change","Location","Loss",44,5,43,"Complex change","Increase",135,"Physical"
"6687","Sea ice area change","Distance","Loss",38,4,43,"Increase","Increase",94,"Physical"
"6688","Sea ice area change","Duration","Loss",21,5,43,"Increase","Increase",103,"Physical"
"6689","Sea ice area change","Mechanism","Loss",29,4,43,"Complex change","Increase",86,"Physical"
"6690","Sea ice area change","Quantity","Richness",40,4,23,"Increase","Complex change",145,"Physical"
"6691","Sea ice area change","Direction","Richness",38,3,23,"Complex change","Complex change",111,"Physical"
"6692","Sea ice area change","Location","Richness",44,3,23,"Complex change","Complex change",113,"Physical"
"6693","Sea ice area change","Distance","Richness",38,2,23,"Increase","Complex change",64,"Physical"
"6694","Sea ice area change","Duration","Richness",21,3,23,"Increase","Complex change",70,"Physical"
"6695","Sea ice area change","Mechanism","Richness",29,2,23,"Complex change","Complex change",49,"Physical"
"6696","Sea ice area change","Quantity","Trophic",40,10,67,"Increase","Increase",168,"Physical"
"6697","Sea ice area change","Direction","Trophic",38,8,67,"Complex change","Increase",134,"Physical"
"6698","Sea ice area change","Location","Trophic",44,8,67,"Complex change","Increase",131,"Physical"
"6699","Sea ice area change","Distance","Trophic",38,7,67,"Increase","Increase",111,"Physical"
"6700","Sea ice area change","Duration","Trophic",21,8,67,"Increase","Increase",123,"Physical"
"6701","Sea ice area change","Mechanism","Trophic",29,4,67,"Complex change","Increase",93,"Physical"
"6702","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Complex change",284,"Biotic"
"6703","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Complex change",179,"Biotic"
"6704","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Complex change",224,"Biotic"
"6705","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Complex change",137,"Biotic"
"6706","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Complex change",208,"Biotic"
"6707","Air temperature directional change","Frequency","Abundance",86,15,229,"Increase","Complex change",132,"Biotic"
"6708","Air temperature directional change","Duration","Abundance",24,24,229,"Complex change","Complex change",170,"Biotic"
"6709","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Complex change",111,"Biotic"
"6710","Air temperature directional change","Feedbacks","Abundance",8,21,229,"Decrease","Complex change",170,"Biotic"
"6711","Air temperature directional change","Mechanism","Abundance",8,11,229,"Decrease","Complex change",112,"Biotic"
"6712","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191,"Biotic"
"6713","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132,"Biotic"
"6714","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146,"Biotic"
"6715","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91,"Biotic"
"6716","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131,"Biotic"
"6717","Air temperature directional change","Frequency","Composition",86,14,205,"Increase","Complex change",81,"Biotic"
"6718","Air temperature directional change","Duration","Composition",24,20,205,"Complex change","Complex change",122,"Biotic"
"6719","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76,"Biotic"
"6720","Air temperature directional change","Feedbacks","Composition",8,20,205,"Decrease","Complex change",114,"Biotic"
"6721","Air temperature directional change","Mechanism","Composition",8,11,205,"Decrease","Complex change",67,"Biotic"
"6722","Air temperature directional change","Quantity","Connectivity",175,13,118,"Increase","Complex change",128,"Biotic"
"6723","Air temperature directional change","Direction","Connectivity",163,11,118,"Complex change","Complex change",113,"Biotic"
"6724","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Complex change",115,"Biotic"
"6725","Air temperature directional change","Distance","Connectivity",103,10,118,"Increase","Complex change",103,"Biotic"
"6726","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Complex change",123,"Biotic"
"6727","Air temperature directional change","Frequency","Connectivity",86,10,118,"Increase","Complex change",93,"Biotic"
"6728","Air temperature directional change","Duration","Connectivity",24,13,118,"Complex change","Complex change",116,"Biotic"
"6729","Air temperature directional change","Speed","Connectivity",89,10,118,"Increase","Complex change",93,"Biotic"
"6730","Air temperature directional change","Feedbacks","Connectivity",8,12,118,"Decrease","Complex change",118,"Biotic"
"6731","Air temperature directional change","Mechanism","Connectivity",8,10,118,"Decrease","Complex change",97,"Biotic"
"6732","Air temperature directional change","Quantity","Richness",175,25,146,"Increase","Complex change",145,"Biotic"
"6733","Air temperature directional change","Direction","Richness",163,18,146,"Complex change","Complex change",111,"Biotic"
"6734","Air temperature directional change","Location","Richness",200,21,146,"Complex change","Complex change",113,"Biotic"
"6735","Air temperature directional change","Distance","Richness",103,11,146,"Increase","Complex change",64,"Biotic"
"6736","Air temperature directional change","Timing","Richness",152,18,146,"Increase","Complex change",100,"Biotic"
"6737","Air temperature directional change","Frequency","Richness",86,7,146,"Increase","Complex change",43,"Biotic"
"6738","Air temperature directional change","Duration","Richness",24,12,146,"Complex change","Complex change",70,"Biotic"
"6739","Air temperature directional change","Speed","Richness",89,10,146,"Increase","Complex change",49,"Biotic"
"6740","Air temperature directional change","Feedbacks","Richness",8,13,146,"Decrease","Complex change",76,"Biotic"
"6741","Air temperature directional change","Mechanism","Richness",8,9,146,"Decrease","Complex change",49,"Biotic"
"6742","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168,"Biotic"
"6743","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Complex change",134,"Biotic"
"6744","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Complex change",131,"Biotic"
"6745","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Complex change",111,"Biotic"
"6746","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125,"Biotic"
"6747","Air temperature directional change","Frequency","Trophic",86,10,154,"Increase","Complex change",78,"Biotic"
"6748","Air temperature directional change","Duration","Trophic",24,15,154,"Complex change","Complex change",123,"Biotic"
"6749","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85,"Biotic"
"6750","Air temperature directional change","Feedbacks","Trophic",8,15,154,"Decrease","Complex change",121,"Biotic"
"6751","Air temperature directional change","Mechanism","Trophic",8,11,154,"Decrease","Complex change",93,"Biotic"
"6752","Climate change  generic ","Quantity","Abundance",77,60,350,"Decrease","Decrease",284,"Biotic"
"6753","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179,"Biotic"
"6754","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224,"Biotic"
"6755","Climate change  generic ","Distance","Abundance",11,29,350,"Decrease","Decrease",137,"Biotic"
"6756","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Decrease",170,"Biotic"
"6757","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Decrease",112,"Biotic"
"6758","Climate change  generic ","Quantity","Connectivity",77,22,192,"Decrease","Decrease",128,"Biotic"
"6759","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Decrease",113,"Biotic"
"6760","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Decrease",115,"Biotic"
"6761","Climate change  generic ","Distance","Connectivity",11,19,192,"Decrease","Decrease",103,"Biotic"
"6762","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Decrease",118,"Biotic"
"6763","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Decrease",97,"Biotic"
"6764","Climate change  generic ","Quantity","Management",77,23,141,"Decrease","Increase",127,"Biotic"
"6765","Climate change  generic ","Direction","Management",224,15,141,"Complex change","Increase",93,"Biotic"
"6766","Climate change  generic ","Location","Management",272,16,141,"Complex change","Increase",89,"Biotic"
"6767","Climate change  generic ","Distance","Management",11,11,141,"Decrease","Increase",65,"Biotic"
"6768","Climate change  generic ","Feedbacks","Management",206,14,141,"Complex change","Increase",85,"Biotic"
"6769","Climate change  generic ","Mechanism","Management",170,14,141,"Complex change","Increase",69,"Biotic"
"6770","Drought","Quantity","Abundance",40,27,153,"Decrease","Decrease",284,"Biotic"
"6771","Drought","Direction","Abundance",124,18,153,"Complex change","Decrease",179,"Biotic"
"6772","Drought","Location","Abundance",148,22,153,"Complex change","Decrease",224,"Biotic"
"6773","Drought","Distance","Abundance",11,12,153,"Decrease","Decrease",137,"Biotic"
"6774","Drought","Feedbacks","Abundance",101,14,153,"Complex change","Decrease",170,"Biotic"
"6775","Drought","Mechanism","Abundance",74,10,153,"Complex change","Decrease",112,"Biotic"
"6776","Drought","Quantity","Connectivity",40,11,97,"Decrease","Decrease",128,"Biotic"
"6777","Drought","Direction","Connectivity",124,10,97,"Complex change","Decrease",113,"Biotic"
"6778","Drought","Location","Connectivity",148,12,97,"Complex change","Decrease",115,"Biotic"
"6779","Drought","Distance","Connectivity",11,9,97,"Decrease","Decrease",103,"Biotic"
"6780","Drought","Feedbacks","Connectivity",101,10,97,"Complex change","Decrease",118,"Biotic"
"6781","Drought","Mechanism","Connectivity",74,9,97,"Complex change","Decrease",97,"Biotic"
"6782","Drought","Quantity","Management",40,13,88,"Decrease","Increase",127,"Biotic"
"6783","Drought","Direction","Management",124,10,88,"Complex change","Increase",93,"Biotic"
"6784","Drought","Location","Management",148,12,88,"Complex change","Increase",89,"Biotic"
"6785","Drought","Distance","Management",11,7,88,"Decrease","Increase",65,"Biotic"
"6786","Drought","Feedbacks","Management",101,9,88,"Complex change","Increase",85,"Biotic"
"6787","Drought","Mechanism","Management",74,7,88,"Complex change","Increase",69,"Biotic"
"6788","Precipitation directional change","Quantity","Abundance",40,31,191,"Decrease","Decrease",284,"Biotic"
"6789","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Decrease",179,"Biotic"
"6790","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Decrease",224,"Biotic"
"6791","Precipitation directional change","Distance","Abundance",11,13,191,"Decrease","Decrease",137,"Biotic"
"6792","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Decrease",170,"Biotic"
"6793","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Decrease",112,"Biotic"
"6794","Precipitation directional change","Quantity","Connectivity",40,13,111,"Decrease","Decrease",128,"Biotic"
"6795","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Decrease",113,"Biotic"
"6796","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Decrease",115,"Biotic"
"6797","Precipitation directional change","Distance","Connectivity",11,9,111,"Decrease","Decrease",103,"Biotic"
"6798","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Decrease",118,"Biotic"
